mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alphas,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
4.431263128916423,0.24361728368736144,2.2725908756256104,0.12786877478586314,[0.0011497569953977356],{'alphas': [0.0011497569953977356]},0.773719150791184,0.7757121686995546,0.7755164243640589,0.7749825812849324,0.0008969472004600974,20
3.6701768239339194,0.2927806778591721,2.392920811971029,0.2945049670934422,[0.0013219411484660286],{'alphas': [0.0013219411484660286]},0.7736601633559734,0.7756930579031938,0.7754749537386204,0.7749427249992625,0.0009112685785132706,21
3.1047743956247964,0.1537347903715382,2.7738188902537027,0.3896201816795054,[0.0015199110829529332],{'alphas': [0.0015199110829529332]},0.7735853699505453,0.7756624253427877,0.7754256487270956,0.7748911480068096,0.0009283706302264633,22
3.7102030913035073,0.28825063997633477,2.506357034047445,0.22927103423884979,[0.0017475284000076847],{'alphas': [0.0017475284000076847]},0.7734869690016729,0.7756138789043733,0.7753541039839728,0.774818317296673,0.0009473601793992161,23
3.8194242318471274,0.1445321663389756,2.3136499722798667,0.13503343933682457,[0.002009233002565048],{'alphas': [0.002009233002565048]},0.773341924300458,0.7755479999482932,0.7752650395343599,0.774718321261037,0.000980091184118998,24
33.593844731648765,42.018961923161406,2.0775004227956138,0.7998858592996206,[0.0023101297000831605],{'alphas': [0.0023101297000831605]},0.7731757059409652,0.7754823660754946,0.317849645086054,0.6221692390341712,0.21518850901136932,64
4.011024236679077,0.1864192438649507,2.0160207748413086,1.451574557206019,[0.0026560877829466868],{'alphas': [0.0026560877829466868]},0.773033409358917,0.7754211437017666,0.5,0.6828181843535611,0.12927565307402247,53
31.119720379511516,39.52610986194179,1.3531590302785237,1.292589877860715,[0.0030538555088334154],{'alphas': [0.0030538555088334154]},0.5,0.7753267153931748,0.27973959196532283,0.5183554357861658,0.20273848630530297,76
4.2483588854471845,0.6711791115217312,2.0707030296325684,0.3101253503202196,[0.003511191734215131],{'alphas': [0.003511191734215131]},0.7727053147824815,0.7751665021720876,0.774715043956068,0.7741956203035457,0.0010698010842484548,25
3.7514641284942627,0.7730708509826044,2.0430912176767984,0.23071031811081263,[0.004037017258596553],{'alphas': [0.004037017258596553]},0.7724708305147495,0.7750148896643045,0.7745051468636811,0.7739969556809118,0.0010990156043150811,26
3.393856684366862,0.5380851584450506,2.44709579149882,0.3802279016353176,[0.004641588833612782],{'alphas': [0.004641588833612782]},0.7721898567550026,0.7748230521504622,0.7743402454426745,0.7737843847827132,0.0011446004550750306,27
2.309512456258138,0.2326712628396978,1.7094874382019043,0.04306817271665472,[0.005336699231206312],{'alphas': [0.005336699231206312]},0.7718270850282924,0.7745870882466926,0.7740669517109318,0.773493708328639,0.0011974585373202523,28
1.120750109354655,0.1237045379769271,2.322870890299479,0.2710768073223273,[0.006135907273413176],{'alphas': [0.006135907273413176]},0.7714214060771712,0.7742867500842003,0.7737102889314744,0.7731394816976153,0.0012374475728487192,29
1.8071699142456055,0.31089681760525567,2.0292043685913086,0.2192298154142112,[0.007054802310718645],{'alphas': [0.007054802310718645]},0.7709217540199099,0.7738084102140589,0.7732803930373748,0.7726701857571147,0.0012549795986300963,30
2.0984317461649575,0.1487200778682337,1.780950943628947,0.08825345888614257,[0.008111308307896872],{'alphas': [0.008111308307896872]},0.7703847852467708,0.7732381299156155,0.7727276795231747,0.772116864895187,0.0012423673187719488,31
1.847704569498698,0.06181192167379753,1.7302440802256267,0.0815017074119615,[0.0093260334688322],{'alphas': [0.0093260334688322]},0.7697989388032142,0.7726747176486706,0.772178265748582,0.7715506407334889,0.0012551124416220218,32
1.176820437113444,0.35866534769742797,1.8922419548034668,0.11882365730654913,[0.010722672220103232],{'alphas': [0.010722672220103232]},0.7692106299077638,0.7722111939178491,0.7716888205346862,0.771036881453433,0.001308845424767888,33
0.833600123723348,0.19199751901844442,2.5123592217763266,0.28744001518445983,[0.012328467394420659],{'alphas': [0.012328467394420659]},0.7684944534842266,0.7715981180886942,0.7712066763868193,0.7704330826532466,0.0013801011901845564,34
1.6472252209981282,0.05464047392886296,1.7644009590148926,0.03276706390427287,[0.014174741629268049],{'alphas': [0.014174741629268049]},0.7675982238351631,0.7708054874078376,0.7705687001109032,0.7696574704513012,0.0014593125152059063,35
1.7720019817352295,0.03432375153442771,1.8664026260375977,0.05078793264489632,[0.01629750834620645],{'alphas': [0.01629750834620645]},0.7664689439680784,0.7698171776751883,0.7697509807156943,0.7686790341196535,0.001563003384071619,36
1.5353728135426838,0.05990872387943866,1.7851255734761555,0.0749323671836879,[0.018738174228603847],{'alphas': [0.018738174228603847]},0.7651683494373498,0.7687576883480409,0.7686938833220288,0.7675399737024732,0.00167719388891637,37
0.9359143575032552,0.3633237830859368,1.8106258710225422,0.13203744323272606,[0.021544346900318846],{'alphas': [0.021544346900318846]},0.7639665329362939,0.7674946060589466,0.7675911571176632,0.7663507653709679,0.0016863676454930139,38
0.6085840861002604,0.12115741123933305,2.011143684387207,0.15690023505692374,[0.024770763559917114],{'alphas': [0.024770763559917114]},0.7627562149771924,0.7661248954434823,0.7664236025805253,0.7651015710004,0.0016628945937986813,39
1.0337671438852947,0.17003474004933417,1.9137131373087566,0.10578430852423396,[0.02848035868435802],{'alphas': [0.02848035868435802]},0.76130262562504,0.7645907994915309,0.7651229262234579,0.7636721171133428,0.0016895082419770859,40
0.9838422139485677,0.02056350107889791,1.6938319206237793,0.06703877129243165,[0.03274549162877728],{'alphas': [0.03274549162877728]},0.7593840985026464,0.762875946069914,0.763550017070805,0.7619366872144552,0.001825810281728932,41
0.9687171777089437,0.05869345648593719,1.7571895917256672,0.01087784150325188,[0.037649358067924674],{'alphas': [0.037649358067924674]},0.7571068989789109,0.7607179507271348,0.7616365160398945,0.7598204552486467,0.0019550756643871288,42
0.5406929651896158,0.24312572847182937,1.8804785410563152,0.07388153865677152,[0.043287612810830614],{'alphas': [0.043287612810830614]},0.7543404571133436,0.7579410431533296,0.7588831699613335,0.7570548900760022,0.001957551270025154,43
0.29263774553934735,0.01813274547535874,1.6851789156595867,0.016139225439691637,[0.049770235643321135],{'alphas': [0.049770235643321135]},0.7529491946468239,0.7560566348478652,0.7565952953618883,0.7552003749521924,0.0016069429284206087,44
0.5761504173278809,0.2205515736069799,1.680440902709961,0.053397639484329934,[0.0572236765935022],{'alphas': [0.0572236765935022]},0.7516980291243498,0.7546684688913283,0.7540546612789059,0.7534737197648612,0.0012803639806365289,45
0.6610244909922282,0.15358383161710842,2.0494505564371743,0.184494991685524,[0.06579332246575682],{'alphas': [0.06579332246575682]},0.7478584667209054,0.7512936065568875,0.752043097804898,0.750398390360897,0.0018218751064863659,46
0.5941948095957438,0.10104783759328739,2.0914953549702964,0.08671495304465161,[0.07564633275546291],{'alphas': [0.07564633275546291]},0.7451590166875395,0.7471144777853208,0.748102544202479,0.7467920128917798,0.001223131571956824,47
0.3044122854868571,0.09662988328012237,1.8275965054829915,0.03662379807448329,[0.08697490026177834],{'alphas': [0.08697490026177834]},0.743796223821451,0.74422169426597,0.7418248195450268,0.7432809125441492,0.0010441619897825318,48
0.26031494140625,0.051696926630401506,1.9800021648406982,0.06317718465047088,[0.1],{'alphas': [0.1]},0.7283440325249331,0.7298631168834544,0.7282012870136668,0.7288028121406848,0.0007520100535238888,49
0.2992997964223226,0.0745843813427585,2.339872121810913,0.2799714190794558,[0.11497569953977356],{'alphas': [0.11497569953977356]},0.727231998391122,0.7296522312689744,0.728100754756827,0.7283283281389744,0.001001074099473819,50
0.2781302134195964,0.0016543144198238001,2.1294355392456055,0.09286334663125846,[0.13219411484660287],{'alphas': [0.13219411484660287]},0.724583562819376,0.7262955164966013,0.7281520732654675,0.7263437175271483,0.0014572369300552832,51
0.42906832695007324,0.04778345623391422,2.159332195917765,0.19192798239879164,[0.1519911082952933],{'alphas': [0.1519911082952933]},0.7061843850840548,0.7069219082134156,0.70829300825276,0.7071331005167435,0.0008736988644602802,52
0.23671730359395346,0.03383240188050868,2.298358201980591,0.13749105900344308,[0.1747528400007683],{'alphas': [0.1747528400007683]},0.6716922215086889,0.6720344797523706,0.6746729053971671,0.6727998688860756,0.0013317868961795864,54
0.19843610127766928,0.016002313922669424,2.317474842071533,0.1310997432860715,[0.2009233002565046],{'alphas': [0.2009233002565046]},0.6716922215086889,0.6720344797523706,0.6746729053971671,0.6727998688860756,0.0013317868961795864,54
0.20284692446390787,0.0016792155298775212,2.430835247039795,0.2691342998420427,[0.2310129700083158],{'alphas': [0.2310129700083158]},0.6716922215086889,0.6720344797523706,0.6746729053971671,0.6727998688860756,0.0013317868961795864,54
0.3478252092997233,0.02680576505634786,2.3476269245147705,0.18053914753484496,[0.26560877829466895],{'alphas': [0.26560877829466895]},0.6716922215086889,0.6720344797523706,0.6746729053971671,0.6727998688860756,0.0013317868961795864,54
0.308327595392863,0.011539279812761401,2.304539203643799,0.07530471121788992,[0.30538555088334185],{'alphas': [0.30538555088334185]},0.6265015614573145,0.6253867784659843,0.6272630024913063,0.6263837808048685,0.0007704796600675887,58
0.32895509401957196,0.07437312180949006,2.3693549633026123,0.17752467786627188,[0.35111917342151344],{'alphas': [0.35111917342151344]},0.6265015614573145,0.6253867784659843,0.6272630024913063,0.6263837808048685,0.0007704796600675887,58
0.2070446014404297,0.02073753889970604,2.4402623971303306,0.05003468394247287,[0.4037017258596558],{'alphas': [0.4037017258596558]},0.6265015614573145,0.6253867784659843,0.6272630024913063,0.6263837808048685,0.0007704796600675887,58
0.3298211097717285,0.09472753500040279,1.6672372023264568,0.14474525439319702,[0.4641588833612782],{'alphas': [0.4641588833612782]},0.5,0.5,0.5,0.5,0.0,77
0.4285878340403239,0.08498084969661085,1.6054499944051106,0.18150584632275685,[0.5336699231206312],{'alphas': [0.5336699231206312]},0.5,0.5,0.5,0.5,0.0,77
0.3890894254048665,0.12135375216799171,1.7007403373718262,0.17438994966131627,[0.6135907273413176],{'alphas': [0.6135907273413176]},0.5,0.5,0.5,0.5,0.0,77
0.3180863857269287,0.02681286923396455,1.5722222328186035,0.15336604413108118,[0.7054802310718645],{'alphas': [0.7054802310718645]},0.5,0.5,0.5,0.5,0.0,77
0.2484316031138102,0.03623185400439385,1.6567955017089844,0.1419162237311386,[0.8111308307896873],{'alphas': [0.8111308307896873]},0.5,0.5,0.5,0.5,0.0,77
0.37989012400309247,0.02516075636850206,1.5131390889485676,0.039866346373381996,[0.9326033468832199],{'alphas': [0.9326033468832199]},0.5,0.5,0.5,0.5,0.0,77
0.31739083925882977,0.03779546118090494,1.5103752613067627,0.04322073951496339,[1.072267222010323],{'alphas': [1.072267222010323]},0.5,0.5,0.5,0.5,0.0,77
0.29155858357747394,0.03554033966570097,1.6167080402374268,0.012343325599987798,[1.232846739442066],{'alphas': [1.232846739442066]},0.5,0.5,0.5,0.5,0.0,77
0.2268827756245931,0.0328216103467021,1.6547928651173909,0.18693226085999762,[1.4174741629268048],{'alphas': [1.4174741629268048]},0.5,0.5,0.5,0.5,0.0,77
0.2868916193644206,0.051532658496950594,1.524281660715739,0.06722049674855332,[1.6297508346206435],{'alphas': [1.6297508346206435]},0.5,0.5,0.5,0.5,0.0,77
0.3245733578999837,0.02206391682653476,1.5243243376413982,0.10562709067600325,[1.873817422860383],{'alphas': [1.873817422860383]},0.5,0.5,0.5,0.5,0.0,77
0.32252661387125653,0.03249745912532363,1.5781084696451824,0.09455533854826272,[2.1544346900318865],{'alphas': [2.1544346900318865]},0.5,0.5,0.5,0.5,0.0,77
0.2738809585571289,0.02498919121891958,1.4637073675791423,0.041298696245185,[2.4770763559917137],{'alphas': [2.4770763559917137]},0.5,0.5,0.5,0.5,0.0,77
0.22260427474975586,0.0279018890219796,1.558719555536906,0.060062760276526315,[2.848035868435805],{'alphas': [2.848035868435805]},0.5,0.5,0.5,0.5,0.0,77
0.2642923990885417,0.04107963279452013,1.4901925722757976,0.06656859344632358,[3.2745491628777317],{'alphas': [3.2745491628777317]},0.5,0.5,0.5,0.5,0.0,77
0.2738030751546224,0.034080722126276386,1.7041462262471516,0.14044153672933413,[3.7649358067924714],{'alphas': [3.7649358067924714]},0.5,0.5,0.5,0.5,0.0,77
0.3894472122192383,0.03268979718627854,1.5139390627543132,0.06551851810176812,[4.328761281083062],{'alphas': [4.328761281083062]},0.5,0.5,0.5,0.5,0.0,77
0.3325560887654622,0.08538980635329153,1.555527687072754,0.029928017373102002,[4.9770235643321135],{'alphas': [4.9770235643321135]},0.5,0.5,0.5,0.5,0.0,77
0.2441872755686442,0.03994180966685099,1.6422409216562908,0.06603615236324026,[5.72236765935022],{'alphas': [5.72236765935022]},0.5,0.5,0.5,0.5,0.0,77
0.21761067708333334,0.028034490919146362,1.4976239204406738,0.06157100870066418,[6.5793322465756825],{'alphas': [6.5793322465756825]},0.5,0.5,0.5,0.5,0.0,77
0.31170010566711426,0.06812714947864477,1.408002217610677,0.16920143136839158,[7.56463327554629],{'alphas': [7.56463327554629]},0.5,0.5,0.5,0.5,0.0,77
0.36968477567036945,0.05684022418807611,1.256602684656779,0.08163078565929172,[8.697490026177835],{'alphas': [8.697490026177835]},0.5,0.5,0.5,0.5,0.0,77
0.232312281926473,0.05896723146028961,1.2213504314422607,0.07919450408100177,[10.0],{'alphas': [10.0]},0.5,0.5,0.5,0.5,0.0,77
